,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
89,Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.0278879776597023,0.017138002440333366,0.017407525330781937,0.009348827414214611,0.024106008931994438,0.01284230500459671,0.017105158418416977,0.014581283554434776,0.01918906904757023,0.01622941344976425,0.016639458015561104,0.013510690070688725,0.027667099609971046,0.01586945727467537,0.018721111118793488,0.02132769115269184,0.020385943353176117,0.02646518684923649,0.018444547429680824,0.01716696098446846,0.008866310119628906,0.02621779590845108,0.020276006311178207,0.025592168793082237,0.015838369727134705,0.01990894041955471,0.010533755645155907,0.018350549042224884,0.013328302651643753,0.019191356375813484,0.02338837832212448,0.012645130045711994,0.016486139968037605,0.029529370367527008,0.010109306313097477,0.026713639497756958,0.011503796093165874,0.014039964415133,0.01856098882853985,0.018079983070492744
90,The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,0.00045441160909831524,0.0001632116036489606,3.7968111428199336e-05,0.001250522444024682,0.0007509193965233862,5.5680269724689424e-05,0.0007665838929824531,7.418341556331143e-05,0.0005638872389681637,1.698965934338048e-05,3.092888800892979e-05,1.613239510334097e-05,0.0017262162873521447,0.00018887210171669722,0.0007187593728303909,0.001077322755008936,0.00026377663016319275,0.001895696739666164,0.0008490447653457522,0.00010339145228499547,0.00015264881949406117,0.0005018977099098265,0.0004803344199899584,0.00015144606004469097,2.5042929337359965e-05,0.0007487574475817382,0.00012898592103738338,0.00014373406884260476,0.0007087136036716402,0.0011808627750724554,0.0013262990396469831,0.0003168579423800111,0.00044431452988646924,0.0002265382354380563,0.0005280855693854392,8.682649058755487e-05,4.18931340391282e-05,0.0004650304326787591,0.0010084685636684299,0.00017118699906859547
91,Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,0.6005624532699585,0.06093846261501312,0.07539111375808716,0.0697646513581276,0.0738808736205101,0.04983964189887047,0.09224173426628113,0.07553969323635101,0.06372912228107452,0.03869955241680145,0.047435861080884933,0.045615606009960175,0.175027534365654,0.07044199109077454,0.07660797983407974,0.08200018107891083,0.06808847934007645,0.09003245830535889,0.055081430822610855,0.06172409653663635,0.005875499453395605,0.0872112512588501,0.09591108560562134,0.08340506255626678,0.05807335302233696,0.06666810810565948,0.04548635706305504,0.04270163178443909,0.05815332755446434,0.07475677132606506,0.1051761656999588,0.059918466955423355,0.057829033583402634,0.06235857680439949,0.08946917951107025,0.046048957854509354,0.09644494950771332,0.05286373198032379,0.10516787320375443,0.06283263862133026
92,New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.99036705493927,0.8104633688926697,0.8609435558319092,0.7322462201118469,0.8335726857185364,0.8880168199539185,0.7831218838691711,0.8824260830879211,0.8287961483001709,0.7723766565322876,0.8222113251686096,0.788696825504303,0.7659214735031128,0.8199158906936646,0.7781942486763,0.7443294525146484,0.8033499121665955,0.7974717020988464,0.8235979676246643,0.8368880748748779,0.5059381127357483,0.7046951055526733,0.8135254979133606,0.8055188655853271,0.8028034567832947,0.8374578356742859,0.8872687816619873,0.7635531425476074,0.7184757590293884,0.8288431763648987,0.7768228650093079,0.8490050435066223,0.7250093817710876,0.730831503868103,0.8628325462341309,0.7635990381240845,0.7105931639671326,0.7911485433578491,0.8212761878967285,0.6619307398796082
93,Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,0.9209506511688232,0.7128800749778748,0.5845245122909546,0.3623810410499573,0.5962106585502625,0.41833189129829407,0.7016729712486267,0.45171764492988586,0.36141330003738403,0.29100072383880615,0.513119637966156,0.13245536386966705,0.5402560234069824,0.4549146890640259,0.5842897295951843,0.5625350475311279,0.8083330392837524,0.5119277238845825,0.520301878452301,0.5845345258712769,0.189792200922966,0.44073355197906494,0.5800327062606812,0.712881863117218,0.6212556958198547,0.6421506404876709,0.4346422851085663,0.614203155040741,0.5957164764404297,0.5834614634513855,0.444135844707489,0.6663727164268494,0.6029171943664551,0.5159012079238892,0.7098227739334106,0.6665636897087097,0.5412023067474365,0.42077696323394775,0.6943293213844299,0.5529675483703613
94,Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,0.5950621366500854,0.20963343977928162,0.141068235039711,0.170029878616333,0.10448657721281052,0.1376262754201889,0.11531035602092743,0.1461336314678192,0.1387399584054947,0.10287871956825256,0.19164328277111053,0.10222719609737396,0.1548261195421219,0.11739309877157211,0.23894751071929932,0.12510478496551514,0.2511947453022003,0.2041037678718567,0.10895589739084244,0.23125799000263214,0.22852963209152222,0.16988256573677063,0.13232116401195526,0.19743099808692932,0.15841111540794373,0.2393074631690979,0.11489331722259521,0.1842614710330963,0.13365113735198975,0.15907321870326996,0.21242938935756683,0.12957888841629028,0.20936790108680725,0.21113146841526031,0.1823422610759735,0.29640236496925354,0.28741639852523804,0.09087565541267395,0.20092642307281494,0.1247820183634758
95,Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,0.15277688205242157,0.016391217708587646,0.020298609510064125,0.01391551923006773,0.01603306643664837,0.01145243365317583,0.011242370121181011,0.0160964522510767,0.022738084197044373,0.015842091292142868,0.01680680736899376,0.01880490966141224,0.01580495946109295,0.018631968647241592,0.010899914428591728,0.018777402117848396,0.013815375044941902,0.019891297444701195,0.035540077835321426,0.014650333672761917,0.005467197857797146,0.009183526039123535,0.02007041685283184,0.019043264910578728,0.023315558210015297,0.015820737928152084,0.017238223925232887,0.009530361741781235,0.024728849530220032,0.019529012963175774,0.006185793783515692,0.015073280781507492,0.009462014771997929,0.007592520676553249,0.022485047578811646,0.012082687579095364,0.01595064252614975,0.008252386935055256,0.018016653135418892,0.014563743025064468
96,Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.002661392092704773,0.004798595793545246,0.00455115083605051,0.0033387935254722834,0.004952591843903065,0.0037269440945237875,0.0034492413979023695,0.005100714508444071,0.003959060180932283,0.0027906647883355618,0.004842042922973633,0.003504602238535881,0.003391850972548127,0.0048345657996833324,0.004438800271600485,0.005145849660038948,0.002769928192719817,0.005791858769953251,0.004943483974784613,0.004167316481471062,0.0025717297103255987,0.004334789700806141,0.004762854892760515,0.004840463865548372,0.004296591971069574,0.004302986431866884,0.00460986839607358,0.004213818348944187,0.0036704421509057283,0.0053022135980427265,0.0027900943532586098,0.0049894279800355434,0.006373726297169924,0.003107215976342559,0.003589929547160864,0.003986119292676449,0.006296572275459766,0.003538761753588915,0.002349152695387602,0.004470459651201963
97,Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,0.002015765057876706,0.0027333616744726896,0.002915996126830578,0.004202109295874834,0.0031749263871461153,0.0032940467353910208,0.0032690309453755617,0.003752622054889798,0.0037660824600607157,0.00342922261916101,0.002920982427895069,0.003197156824171543,0.0035124202258884907,0.0029452648013830185,0.0032965217251330614,0.004131597466766834,0.0028065054211765528,0.003102748654782772,0.00351954298093915,0.002942385384812951,0.003779779188334942,0.0035918483044952154,0.0026767998933792114,0.0032103026751428843,0.0029337466694414616,0.004373287316411734,0.003440143773332238,0.003033873625099659,0.0029400186613202095,0.003181944601237774,0.003468806855380535,0.003279317868873477,0.0030175475403666496,0.0032094228081405163,0.004094996955245733,0.002269247081130743,0.0032330371905118227,0.00312238372862339,0.003394749714061618,0.0037836951669305563
98,William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.05822809785604477,0.0008195345290005207,0.000900315004400909,9.842328290687874e-05,0.0008106266031973064,0.0003770204493775964,0.000493900035507977,0.0008607300696894526,0.0005667006480507553,0.0003799213736783713,0.00206662155687809,0.0010450452100485563,0.002343479311093688,0.0006754276109859347,0.000595002667978406,0.0009240420768037438,0.00033005909062922,0.0019334895769134164,0.0013350537046790123,0.0010000532492995262,0.0009070460218936205,0.00047677973634563386,0.00046611615107394755,0.0015279038343578577,0.0005067348247393966,0.0025241642724722624,0.0012278431095182896,0.000936129770707339,0.00021001050481572747,0.00035642291186377406,0.0008052617195062339,0.0005925233708694577,0.0006956485449336469,0.0008427959401160479,0.0004763244651257992,0.002959870034828782,0.000574895238969475,0.0004280897555872798,0.0024134796112775803,0.0016249805921688676
99,Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,0.10708330571651459,0.12781859934329987,0.06116538122296333,0.1097908765077591,0.059808868914842606,0.05753862112760544,0.08874469995498657,0.08969935774803162,0.05946937948465347,0.052287086844444275,0.08052803575992584,0.039455071091651917,0.09852635860443115,0.06008502468466759,0.07152199745178223,0.1414066106081009,0.10160209983587265,0.07822184264659882,0.049671854823827744,0.08368979394435883,0.058634720742702484,0.1152358204126358,0.08808257430791855,0.0669083520770073,0.07433221489191055,0.10671456903219223,0.0347960963845253,0.08148464560508728,0.05261019989848137,0.07438894361257553,0.10570865124464035,0.04634749889373779,0.04927893355488777,0.143095463514328,0.07987630367279053,0.09117232263088226,0.11459671705961227,0.05992003157734871,0.12593621015548706,0.05398288741707802
100,The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.884840190410614,0.19629181921482086,0.195772185921669,0.08412852138280869,0.2141839563846588,0.12917903065681458,0.15210877358913422,0.19117459654808044,0.16907250881195068,0.121535524725914,0.18115045130252838,0.0988449975848198,0.20829512178897858,0.1725998818874359,0.20591546595096588,0.18472611904144287,0.1393587291240692,0.244717538356781,0.20830324292182922,0.17255771160125732,0.12884055078029633,0.13053196668624878,0.154463991522789,0.19955118000507355,0.1773226410150528,0.2655510902404785,0.14024075865745544,0.22394050657749176,0.10989517718553543,0.1722605675458908,0.1175173968076706,0.23158875107765198,0.21571695804595947,0.265909880399704,0.11406674236059189,0.160688579082489,0.26915243268013,0.15560930967330933,0.2256789356470108,0.17984114587306976
101,The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.3603665232658386,0.019756926223635674,0.027694221585989,0.014394590631127357,0.02933892048895359,0.02468794211745262,0.020177947357296944,0.01905379816889763,0.02257651649415493,0.023627789691090584,0.01786072738468647,0.012768286280333996,0.01642538793385029,0.016059409826993942,0.021012289449572563,0.026275064796209335,0.015936115756630898,0.022167187184095383,0.0256207138299942,0.01792093552649021,0.019625578075647354,0.020725835114717484,0.021084241569042206,0.02659161575138569,0.022702157497406006,0.03156409412622452,0.02241622470319271,0.013313161209225655,0.013115768320858479,0.025882631540298462,0.021403707563877106,0.017630457878112793,0.02004646323621273,0.01767703704535961,0.02755722403526306,0.023137154057621956,0.023591062054038048,0.018792912364006042,0.016940563917160034,0.019028417766094208
102,Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,0.39036494493484497,0.08748563379049301,0.12642131745815277,0.06848257035017014,0.1197008416056633,0.07333081215620041,0.09305312484502792,0.08347216993570328,0.14699149131774902,0.11750441044569016,0.09240210801362991,0.16084474325180054,0.15086400508880615,0.10632503777742386,0.08918937295675278,0.12086321413516998,0.1118287593126297,0.09227535873651505,0.10189097374677658,0.13847273588180542,0.082688108086586,0.12190819531679153,0.08646824210882187,0.17169685661792755,0.11822742968797684,0.09346649050712585,0.139690563082695,0.09698375314474106,0.10743840783834457,0.06499821692705154,0.14868809282779694,0.10010344535112381,0.07377351820468903,0.06282500177621841,0.11548547446727753,0.13973303139209747,0.0805990919470787,0.08811552077531815,0.07002698630094528,0.06857137382030487
103,Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,0.002032490447163582,9.0074399849982e-07,1.3007745565118967e-06,5.552470270231424e-07,9.094326856029511e-07,6.93144954766467e-07,1.4108865116213565e-06,1.6129547475429717e-06,1.0494844673303305e-06,4.318688979765284e-07,9.915581813402241e-07,5.240710265752568e-07,1.505605496276985e-06,1.7124813211921719e-06,1.736997205625812e-06,1.9810734102065908e-06,4.6694478328390687e-07,1.0981857485603541e-06,1.275665908906376e-06,1.290006593990256e-06,5.287757858241093e-07,2.802267147217208e-07,6.448413500947936e-07,1.1240648518651142e-06,9.803022749110823e-07,5.874053954357805e-07,3.482233239537891e-07,1.0621223509588162e-06,7.639688419658341e-07,2.1594685222225962e-06,6.363486022564757e-07,5.09536278059386e-07,9.686199291536468e-07,6.798019853704318e-07,6.74508441989019e-07,1.5397500874314574e-06,5.062560717306042e-07,4.360264540537173e-07,1.6078093949545291e-06,7.321493740164442e-07
104,The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,0.014199181459844112,0.016369663178920746,0.014512185007333755,0.01715644635260105,0.03795933350920677,0.02354888617992401,0.019826896488666534,0.020940549671649933,0.031109709292650223,0.015042445622384548,0.008672880940139294,0.015156494453549385,0.024820983409881592,0.02012995071709156,0.020354624837636948,0.012302391231060028,0.044356755912303925,0.018737955018877983,0.027664372697472572,0.02204206772148609,0.02699453756213188,0.025616111233830452,0.018956784158945084,0.023807430639863014,0.0053964173421263695,0.025460440665483475,0.02454976737499237,0.01813442073762417,0.020298577845096588,0.013931818306446075,0.028678160160779953,0.021181143820285797,0.019918542355298996,0.011216660961508751,0.006485950201749802,0.021383536979556084,0.021746480837464333,0.04268134385347366,0.04833231866359711,0.01866873726248741
105,Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.9976398944854736,0.9952658414840698,0.9971752166748047,0.9957594275474548,0.9952369928359985,0.9961888194084167,0.9960877895355225,0.9951505661010742,0.9956704378128052,0.995288610458374,0.9954614043235779,0.9936671853065491,0.9956195950508118,0.9975534081459045,0.9957156777381897,0.9944812059402466,0.9962616562843323,0.9949266910552979,0.9954763054847717,0.9964519739151001,0.993665874004364,0.9963369369506836,0.9952221512794495,0.9962136149406433,0.9965636134147644,0.9971784353256226,0.9963966012001038,0.996199905872345,0.9975926280021667,0.99647456407547,0.9950079917907715,0.9969801306724548,0.9949040412902832,0.9948194622993469,0.9947760105133057,0.996644139289856,0.99610835313797,0.9957278966903687,0.9955354928970337,0.9941673278808594
