,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
87,Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,0.012450777925550938,0.049447767436504364,0.04815005883574486,0.03802323713898659,0.051432836800813675,0.047895509749650955,0.038139525800943375,0.04560715705156326,0.0386025533080101,0.03751424700021744,0.04558473080396652,0.033655229955911636,0.03775447607040405,0.05287652835249901,0.05027709901332855,0.03145836666226387,0.04246622696518898,0.04457615688443184,0.037506669759750366,0.0439378023147583,0.061022527515888214,0.03970656916499138,0.05267901346087456,0.04715723544359207,0.0423995703458786,0.043810997158288956,0.031797125935554504,0.04179323837161064,0.036782268434762955,0.05047869682312012,0.030806763097643852,0.046465009450912476,0.04844287782907486,0.03959397226572037,0.04515497013926506,0.04893714189529419,0.036638349294662476,0.044886521995067596,0.041138987988233566,0.03471214696764946
88,Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,0.010856950655579567,0.0037125570233911276,0.0038485305849462748,0.0034093100111931562,0.0032489956356585026,0.0040547726675868034,0.0035418998450040817,0.0033936798572540283,0.003352757077664137,0.0048697274178266525,0.003089466830715537,0.0030669502448290586,0.0027411584742367268,0.0032215735409408808,0.003256024792790413,0.00291956914588809,0.004731798078864813,0.0030606919899582863,0.003471791511401534,0.003548022825270891,0.002996882889419794,0.005833846051245928,0.0027637463063001633,0.005039730574935675,0.0036682458594441414,0.0028592366725206375,0.002457458060234785,0.0030357029754668474,0.0030372010078281164,0.00371928745880723,0.003685749601572752,0.003112904028967023,0.0030833170749247074,0.004108148626983166,0.004698550328612328,0.002756743924692273,0.005459275562316179,0.006023831199854612,0.003533268580213189,0.00340984552167356
89,Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.03143380582332611,0.008670954965054989,0.008878219872713089,0.007878899574279785,0.010324180126190186,0.009139695204794407,0.009273347444832325,0.008084629662334919,0.008462000638246536,0.010048609226942062,0.008841465227305889,0.0072701917961239815,0.006843790877610445,0.007821386680006981,0.008395966142416,0.007162284106016159,0.00874478742480278,0.009289062581956387,0.00778984883800149,0.008031654171645641,0.00850351806730032,0.014383764937520027,0.006798092275857925,0.010876826010644436,0.00704291881993413,0.009028769098222256,0.004524759948253632,0.007144767791032791,0.005531172268092632,0.009614408947527409,0.014339662156999111,0.004935232922434807,0.00872229877859354,0.007909384556114674,0.008163632825016975,0.008011708967387676,0.007521505933254957,0.009113078936934471,0.00854791421443224,0.006280891131609678
90,The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,4.42024111180217e-06,1.776116005203221e-05,1.935277396114543e-05,2.7134565243613906e-05,2.6563826395431533e-05,1.901817631733138e-05,3.805528103839606e-05,1.6201363905565813e-05,3.3245811209781095e-05,1.8801449186867103e-05,2.7340654924046248e-05,2.4858567485352978e-05,1.539293043606449e-05,1.4162678780849092e-05,2.1532328901230358e-05,3.496156932669692e-05,3.0073044399614446e-05,2.4383840354857966e-05,3.454796751611866e-05,1.4746135093446355e-05,3.891353844664991e-05,1.9345106920809485e-05,1.9364122636034153e-05,1.156237703980878e-05,1.531099042040296e-05,7.4899153332808055e-06,3.557016316335648e-05,1.971073834283743e-05,2.2556767362402752e-05,1.8776288925437257e-05,1.935109139594715e-05,2.209229933214374e-05,2.1572732293861918e-05,2.1829431716469117e-05,2.0882604076177813e-05,2.090120324282907e-05,2.3337330276262946e-05,2.3149010303313844e-05,2.6373865694040433e-05,2.5121013095485978e-05
91,Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,0.0889245867729187,0.008391443639993668,0.007138730958104134,0.0048729185946285725,0.0072816479951143265,0.005956231616437435,0.006116347853094339,0.007506623398512602,0.007722816895693541,0.005551614798605442,0.00812646932899952,0.006013362668454647,0.00863194465637207,0.00782225001603365,0.010029319673776627,0.008607754483819008,0.007303678430616856,0.008199318312108517,0.00442975340411067,0.008096832782030106,0.006288083270192146,0.007616173941642046,0.009189642034471035,0.0069092619232833385,0.00790019053965807,0.007097074296325445,0.005556097254157066,0.007105608005076647,0.007476097904145718,0.007737759966403246,0.0101877236738801,0.005143313203006983,0.004527562763541937,0.005873748101294041,0.007782321888953447,0.005347063299268484,0.00847326684743166,0.007360824383795261,0.004726063925772905,0.007461206056177616
92,New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.7908753752708435,0.13009989261627197,0.12266208231449127,0.10465766489505768,0.1662289947271347,0.08568232506513596,0.13186311721801758,0.11785095185041428,0.07682741433382034,0.09437492489814758,0.09005863964557648,0.10628952085971832,0.0972934290766716,0.15468546748161316,0.17607057094573975,0.06923142820596695,0.10925662517547607,0.11165695637464523,0.10556097328662872,0.14292532205581665,0.07883812487125397,0.13347221910953522,0.10432571172714233,0.10949469357728958,0.14851436018943787,0.14040367305278778,0.12885311245918274,0.10446067899465561,0.0971602126955986,0.09950008243322372,0.08783793449401855,0.1607787311077118,0.09619173407554626,0.04191724956035614,0.11712943762540817,0.11818495392799377,0.05948972329497337,0.09328427165746689,0.12936751544475555,0.13693371415138245
93,Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,0.6761296987533569,0.30455249547958374,0.24392227828502655,0.25146374106407166,0.1790887415409088,0.2794867753982544,0.21168021857738495,0.2383868396282196,0.22497087717056274,0.22533665597438812,0.24662858247756958,0.18638204038143158,0.26088976860046387,0.24992609024047852,0.2817741632461548,0.19773904979228973,0.31985926628112793,0.2535223364830017,0.2610940933227539,0.2004666030406952,0.22734443843364716,0.264482319355011,0.21189460158348083,0.23419557511806488,0.2911626994609833,0.28489434719085693,0.2036769837141037,0.25313302874565125,0.23423565924167633,0.3033340573310852,0.25344741344451904,0.26573941111564636,0.2678578197956085,0.20987991988658905,0.3644941449165344,0.28052031993865967,0.25688105821609497,0.26900455355644226,0.25060057640075684,0.20520421862602234
94,Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,0.5598105788230896,0.016880735754966736,0.013049888424575329,0.010825175791978836,0.010288726538419724,0.013947496190667152,0.007402572315186262,0.015070530585944653,0.013049510307610035,0.0128256157040596,0.014790685847401619,0.009111043065786362,0.013036171905696392,0.013677310198545456,0.014418014325201511,0.012051728554069996,0.022777168080210686,0.009939521551132202,0.018566470593214035,0.014036658219993114,0.016604403033852577,0.013814274221658707,0.01792902499437332,0.014938215725123882,0.014299191534519196,0.008798605762422085,0.0072079068049788475,0.01771242544054985,0.011115971021354198,0.016087224707007408,0.015587033703923225,0.014812709763646126,0.013372847810387611,0.01609911024570465,0.013277758844196796,0.012251006439328194,0.018590549007058144,0.013889780268073082,0.01444079540669918,0.01772952266037464
95,Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,0.0009181197383441031,0.001365627977065742,0.0013120223302394152,0.001752066076733172,0.0014189545763656497,0.0015036453260108829,0.0014126320602372289,0.001550522050820291,0.0012891324004158378,0.0014201070880517364,0.0011522425338625908,0.0012255489127710462,0.0015467428602278233,0.0014344584196805954,0.0020165652967989445,0.0014345902018249035,0.0018073659157380462,0.0012818094110116363,0.0015725421253591776,0.0015978998271748424,0.0014113661600276828,0.0017416595946997404,0.0015968370717018843,0.0015468194615095854,0.0013802973553538322,0.0016500672791153193,0.001808990491554141,0.0014910061145201325,0.0018822881393134594,0.001647309516556561,0.0012124290224164724,0.001157294143922627,0.0014541432028636336,0.0010321299778297544,0.0015360070392489433,0.0013897366588935256,0.0015088195214048028,0.0017139462288469076,0.0013338614953681827,0.001425033318810165
96,Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.0008964124717749655,0.0014469833113253117,0.0013544621178880334,0.00156972196418792,0.00140822131652385,0.0015489194775000215,0.001563918893225491,0.0014655871782451868,0.0014958038227632642,0.0017206429038196802,0.0011432289611548185,0.001480393810197711,0.001234601717442274,0.0013119203504174948,0.0013856228906661272,0.001221155864186585,0.001329252147115767,0.0013665634905919433,0.0019127936102449894,0.0012459796853363514,0.0015791491605341434,0.0012141596525907516,0.0011873904149979353,0.0014055207138881087,0.001433170516975224,0.001541634788736701,0.0016810380620881915,0.0011776472674682736,0.0012840740382671356,0.0015217907493934035,0.0017775658052414656,0.0019179349765181541,0.0016382086323574185,0.0012443067971616983,0.0012924192706122994,0.0012776462826877832,0.0017890408635139465,0.0017279479652643204,0.0008070722105912864,0.0013756186235696077
97,Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,0.005892271641641855,0.004521606024354696,0.004736782517284155,0.005175071302801371,0.005231527145951986,0.00497785396873951,0.004760928452014923,0.004847096279263496,0.004872641526162624,0.00465694023296237,0.005214550998061895,0.004828869365155697,0.00523283751681447,0.004474373534321785,0.004960003308951855,0.005264474079012871,0.004465995356440544,0.005022833589464426,0.004759976640343666,0.004837494809180498,0.005572082940489054,0.005116563756018877,0.005119582638144493,0.0047154501080513,0.004854328464716673,0.005028455052524805,0.005525605753064156,0.004937531892210245,0.004507644101977348,0.004520772956311703,0.0044437008909881115,0.004708580207079649,0.005548569839447737,0.004991524387151003,0.0049415891990065575,0.004705391358584166,0.004538794048130512,0.004780770279467106,0.004866921808570623,0.005221294704824686
98,William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.1034550592303276,0.043008964508771896,0.050089579075574875,0.018666595220565796,0.04753415286540985,0.05736478790640831,0.02517213672399521,0.04674211144447327,0.03643122687935829,0.05224045366048813,0.04102875292301178,0.03491540998220444,0.03250189870595932,0.05387395620346069,0.03849707916378975,0.023497609421610832,0.019023558124899864,0.0519411601126194,0.036711983382701874,0.055485401302576065,0.0284782275557518,0.0414532907307148,0.041348718106746674,0.04556795954704285,0.032985616475343704,0.03191132843494415,0.022274116054177284,0.041693419218063354,0.02089940384030342,0.04910707846283913,0.020916379988193512,0.035142961889505386,0.04276212304830551,0.027434764429926872,0.02841082029044628,0.035348646342754364,0.03611946478486061,0.06071681156754494,0.03371280059218407,0.026839224621653557
99,Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,0.00015239592175930738,0.0115306181833148,0.013474728912115097,0.009136639535427094,0.01112392358481884,0.014937976375222206,0.01236405037343502,0.010596179403364658,0.01185462437570095,0.011591773480176926,0.009469336830079556,0.010901924222707748,0.008814525790512562,0.013685927726328373,0.009616265073418617,0.00926328543573618,0.012016271241009235,0.011354563757777214,0.008606020361185074,0.009190011769533157,0.01149962842464447,0.013377819210290909,0.010739952325820923,0.010239982046186924,0.008930465206503868,0.007046657148748636,0.011208517476916313,0.012647850438952446,0.010581192560493946,0.011755906976759434,0.013658328913152218,0.008394562639296055,0.00983355101197958,0.012840032577514648,0.009915969334542751,0.007431142032146454,0.01032022014260292,0.013877659104764462,0.012986003421247005,0.006593484431505203
100,The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.1596706509590149,0.025157591328024864,0.025691086426377296,0.011142653413116932,0.029582055285573006,0.021735161542892456,0.014116930775344372,0.02290353924036026,0.01347725372761488,0.02505451813340187,0.035477228462696075,0.022665919736027718,0.024987205862998962,0.02325396053493023,0.017042061313986778,0.014317052438855171,0.01647806726396084,0.024300172924995422,0.014304271899163723,0.027410196140408516,0.020294910296797752,0.020322201773524284,0.014602591283619404,0.02204994484782219,0.017721710726618767,0.023404976353049278,0.017146484926342964,0.027784746140241623,0.02195701375603676,0.02312854863703251,0.022249333560466766,0.022344671189785004,0.02087647095322609,0.025092044845223427,0.016661282628774643,0.011399954557418823,0.04189419001340866,0.033924419432878494,0.0445849671959877,0.01490041147917509
101,The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.40131568908691406,0.012681322172284126,0.012733467854559422,0.008224782533943653,0.009496753104031086,0.015215175226330757,0.010993451811373234,0.013066280633211136,0.012648316100239754,0.014803742989897728,0.011526369489729404,0.010202663019299507,0.00963680911809206,0.011859473772346973,0.01132837776094675,0.008192312903702259,0.00819946825504303,0.014896977692842484,0.011085523292422295,0.012792771682143211,0.019604576751589775,0.012816868722438812,0.013038832694292068,0.012556027621030807,0.009490936063230038,0.013803715817630291,0.010828503407537937,0.010857797227799892,0.0126170814037323,0.011815768666565418,0.012781706638634205,0.011355397291481495,0.008748251013457775,0.010484224185347557,0.008042261935770512,0.013361845165491104,0.009160803630948067,0.015064891427755356,0.009496468119323254,0.010095033794641495
102,Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,0.1314517706632614,0.03403550013899803,0.03112899325788021,0.027142925187945366,0.04683379456400871,0.03499526157975197,0.025920558720827103,0.03747880086302757,0.03832756727933884,0.04466143622994423,0.031117305159568787,0.035739123821258545,0.04732264205813408,0.040969688445329666,0.03935050219297409,0.04199990630149841,0.03566849231719971,0.03238614276051521,0.03373322635889053,0.032386377453804016,0.03510482609272003,0.03133087977766991,0.04580226540565491,0.04628707841038704,0.04266399145126343,0.035398218780756,0.03853791207075119,0.033207397907972336,0.04493938013911247,0.038800839334726334,0.027288835495710373,0.03370034694671631,0.019811386242508888,0.02729320153594017,0.03126494958996773,0.03109065629541874,0.04079422354698181,0.05043945834040642,0.032579004764556885,0.02755569852888584
103,Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,0.00016820845485199243,7.072632683957636e-07,6.740503408764198e-07,8.792089261078218e-07,5.825501716572035e-07,5.681122843270714e-07,4.25813993842894e-07,5.194547156861518e-07,6.531434451062523e-07,4.794093229065766e-07,6.575665452146495e-07,7.374583788077871e-07,8.865442282512959e-07,5.424083724392403e-07,5.470461132972559e-07,5.156842917131144e-07,3.2154181894838985e-07,5.655847417074256e-07,8.29699104087922e-07,5.118296826367441e-07,2.9659392453140754e-07,3.0194314604159445e-07,5.612293989543105e-07,7.00445980328368e-07,4.556368082830886e-07,6.236861054276233e-07,4.063157632572256e-07,6.125127356426674e-07,4.560684772059176e-07,5.792730348730402e-07,5.295074174682668e-07,7.385929734482488e-07,5.942141001469281e-07,5.959654458820296e-07,5.030602778788307e-07,6.77059631470911e-07,5.959559530310798e-07,3.947790503389115e-07,5.028935561313119e-07,4.848674279855913e-07
104,The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,0.004212476313114166,0.004831436090171337,0.005576249212026596,0.00347894593141973,0.004302754066884518,0.006293605547398329,0.004566056653857231,0.005670581478625536,0.004190943203866482,0.00704599916934967,0.005391386337578297,0.005712362006306648,0.006323794834315777,0.0063554225489497185,0.004665100481361151,0.005171113181859255,0.004825044889003038,0.0047511151060462,0.004937770310789347,0.006369658745825291,0.008455921895802021,0.005416295025497675,0.005423021037131548,0.0031732507050037384,0.004726721905171871,0.005940152332186699,0.004496536683291197,0.004941944964230061,0.005234989803284407,0.004155328497290611,0.004873545374721289,0.005195046309381723,0.004664903040975332,0.008283828385174274,0.004213379230350256,0.004338637460023165,0.005392290651798248,0.003853205358609557,0.005698643159121275,0.004034562036395073
105,Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.9975764155387878,0.9949533343315125,0.9948447942733765,0.9962557554244995,0.9956497550010681,0.993985116481781,0.9923503994941711,0.9946066737174988,0.9950277209281921,0.9943875670433044,0.995650589466095,0.9956619143486023,0.9947065711021423,0.9958359003067017,0.9957402944564819,0.994231104850769,0.9942755103111267,0.9950057864189148,0.9948482513427734,0.9962258338928223,0.9946900606155396,0.9937186241149902,0.9928152561187744,0.9954615235328674,0.9949041604995728,0.9931005239486694,0.9961887001991272,0.9955535531044006,0.9939950108528137,0.9960963129997253,0.9961058497428894,0.9947516322135925,0.9953208565711975,0.9948988556861877,0.9909830093383789,0.9947130084037781,0.9931521415710449,0.994182288646698,0.993712842464447,0.9958081245422363
