,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
84,T. Rex lived on the modern day continent of,The dinosaur with tiny arms lived on the modern day continent of,T. Rex,The dinosaur with tiny arms, North America,0.030316852033138275,0.11260366439819336,0.08633993566036224,0.08977877348661423,0.11355676501989365,0.10517548769712448,0.09772241860628128,0.09632202237844467,0.1072486862540245,0.1078295037150383,0.11371446400880814,0.09810007363557816,0.11693926900625229,0.11805848777294159,0.1080460473895073,0.10841067880392075,0.13677746057510376,0.09699280560016632,0.11102813482284546,0.1078939288854599,0.11422513425350189,0.08973640948534012,0.0771615132689476,0.08676419407129288,0.10345730930566788,0.11377695202827454,0.09548091143369675,0.10385981947183609,0.10433491319417953,0.10532072186470032,0.11049369722604752,0.12605327367782593,0.11719345301389694,0.09159248322248459,0.11546202749013901,0.10727189481258392,0.07715241611003876,0.09190642833709717,0.09607003629207611,0.11737170815467834,0.07246100157499313,0.11840415745973587
85,Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,0.11729544401168823,0.02086116559803486,0.02001885324716568,0.014815089292824268,0.019619716331362724,0.0160484928637743,0.017757922410964966,0.025899484753608704,0.02257407456636429,0.017134102061390877,0.02014630287885666,0.022737454622983932,0.018165143206715584,0.01878494955599308,0.015023462474346161,0.018903665244579315,0.021961627528071404,0.02161620929837227,0.02034672535955906,0.014950684271752834,0.014701287262141705,0.019828960299491882,0.019667083397507668,0.014168282970786095,0.02038024738430977,0.017377641052007675,0.017183944582939148,0.020463213324546814,0.01555238664150238,0.018474558368325233,0.02001224085688591,0.016942264512181282,0.0186277125030756,0.01821170002222061,0.019599726423621178,0.021638300269842148,0.01722443476319313,0.019165845587849617,0.030652349814772606,0.019466860219836235,0.018466221168637276,0.0184188075363636
86,"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,0.0017049101879820228,0.0001374949497403577,0.00010775098780868575,0.00019656860968098044,0.0001865439844550565,0.0001274654787266627,7.601475226692855e-05,0.00010583254334051162,0.00024401707923971117,0.00025301927234977484,0.00010625444701872766,6.195819878485054e-05,0.00012945958587806672,0.0001674711238592863,8.092440839391202e-05,8.303901995532215e-05,0.00012952448741998523,0.00020036670321132988,9.54031856963411e-05,0.00012279550719540566,0.00016042625065892935,0.00014945103612262756,0.00014744325017090887,8.430372690781951e-05,0.00011151204671477899,0.00011269231617916375,0.00011552021169336513,0.00014000607188791037,7.890812412369996e-05,0.00021565370843745768,0.0001846431550802663,7.1276183007285e-05,7.178335363278165e-05,0.0001222093269461766,0.00011486512812552974,7.361445750575513e-05,0.0001234015799127519,0.00021533902327064425,0.00014043046394363046,0.00017009384464472532,0.00014743529027327895,0.0001163682754850015
87,Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,0.012450777925550938,0.049447767436504364,0.045280568301677704,0.043827421963214874,0.0442744605243206,0.052025020122528076,0.03831304982304573,0.04717497527599335,0.03695918992161751,0.043546728789806366,0.05281176418066025,0.05211790278553963,0.040084756910800934,0.06645654886960983,0.059252649545669556,0.042352110147476196,0.04525778442621231,0.04521609842777252,0.04221675172448158,0.03729892149567604,0.06057019531726837,0.053098928183317184,0.037506669759750366,0.05702364072203636,0.04556459188461304,0.04486175626516342,0.0386025533080101,0.035156868398189545,0.044886521995067596,0.03842930495738983,0.03656349703669548,0.03844505921006203,0.03257337585091591,0.03984450176358223,0.040951233357191086,0.03983423858880997,0.03354601189494133,0.036289282143116,0.03509293496608734,0.0452735610306263,0.03611614555120468,0.058562297374010086
88,Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,0.010856950655579567,0.0037125570233911276,0.005178605206310749,0.0035611011553555727,0.0024339386727660894,0.0015371572226285934,0.005548352375626564,0.0016485890373587608,0.002941037528216839,0.002893790602684021,0.001386892981827259,0.00281322724185884,0.0025380593724548817,0.002398450393229723,0.0028576357290148735,0.00446790037676692,0.0039764815010130405,0.0036877410020679235,0.0038816556334495544,0.0029816499445587397,0.0029420177452266216,0.0029902004171162844,0.003471791511401534,0.002970481989905238,0.0017914524069055915,0.0032055475749075413,0.003352757077664137,0.004308838397264481,0.006023831199854612,0.003333841683343053,0.0029144370928406715,0.0020993605721741915,0.0019926538225263357,0.0023853424936532974,0.003281713230535388,0.005173017270863056,0.0015923540340736508,0.0025695892982184887,0.0018346995348110795,0.0038652331568300724,0.002474880311638117,0.0029675327241420746
89,Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.03143380582332611,0.008670954965054989,0.00864938460290432,0.008477941155433655,0.006348174065351486,0.005856324452906847,0.010331947356462479,0.0037914803251624107,0.0046378327533602715,0.007567599415779114,0.005719937849789858,0.006357044912874699,0.004526175558567047,0.007313650567084551,0.012495031580328941,0.007414615713059902,0.009343171492218971,0.009479616768658161,0.009321825578808784,0.009250950999557972,0.008341902866959572,0.01063584815710783,0.00778984883800149,0.007200562860816717,0.004307323135435581,0.00794087816029787,0.008462000638246536,0.009935981594026089,0.009113078936934471,0.007447493262588978,0.006621056701987982,0.006648408714681864,0.006442712619900703,0.006675929296761751,0.006623982917517424,0.009122323244810104,0.005499707534909248,0.005953784566372633,0.004651697352528572,0.009547594003379345,0.005141801666468382,0.007611824199557304
90,The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,4.42024111180217e-06,1.776116005203221e-05,1.2898178283649031e-05,2.353088348172605e-05,2.0672612663474865e-05,1.1957664355577435e-05,1.7353848306811415e-05,1.630442238820251e-05,3.968295277445577e-05,1.2584064279508311e-05,1.8330709281144664e-05,1.1177722626598552e-05,2.087010579998605e-05,8.86432553670602e-06,1.3748223864240572e-05,1.5079624063218944e-05,1.2186386811663397e-05,2.9743367122136988e-05,2.306937676621601e-05,1.5557609003735706e-05,1.1827129128505476e-05,7.367722446360858e-06,3.454796751611866e-05,8.582194823247846e-06,1.4927142728993203e-05,1.2903387869300786e-05,3.3245811209781095e-05,1.2990860341233201e-05,2.3149010303313844e-05,1.2982342013856396e-05,1.2591519407578744e-05,2.3848628188716248e-05,3.5138364182785153e-05,1.3930638488091063e-05,4.3442505557322875e-05,1.3289906746649649e-05,1.1257387086516246e-05,6.424721959774615e-06,1.3002905689063482e-05,9.146322554443032e-06,1.0417154044262134e-05,3.5092641610390274e-06
91,Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,0.0889245867729187,0.008391443639993668,0.0057753813453018665,0.010377028025686741,0.007813278585672379,0.004634537734091282,0.008097909390926361,0.004903645254671574,0.004363348241895437,0.008550460450351238,0.004954260773956776,0.006220721639692783,0.009593958966434002,0.005990063305944204,0.007275481708347797,0.007331943605095148,0.010844945907592773,0.006013928912580013,0.010605201125144958,0.008524536155164242,0.007298700511455536,0.007573532871901989,0.00442975340411067,0.006089997943490744,0.007325852755457163,0.008386857807636261,0.007722816895693541,0.00780683197081089,0.007360824383795261,0.008729802444577217,0.004963038023561239,0.007604324724525213,0.006850165314972401,0.008690238930284977,0.006325279828161001,0.006314616184681654,0.006200305186212063,0.004688432905822992,0.006799643859267235,0.009374049492180347,0.007195877376943827,0.005003298632800579
92,New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.7908753752708435,0.13009989261627197,0.05809967219829559,0.11097056418657303,0.06409303843975067,0.05009782314300537,0.10376251488924026,0.11847873032093048,0.09802871197462082,0.07475343346595764,0.06942079961299896,0.0682155042886734,0.1431276947259903,0.030787773430347443,0.05313095822930336,0.1788329780101776,0.10717432200908661,0.07629560679197311,0.0913582444190979,0.11235661804676056,0.05675480514764786,0.03322090581059456,0.10556097328662872,0.09506039321422577,0.08489664644002914,0.1530018448829651,0.07682741433382034,0.12133022397756577,0.09328427165746689,0.10002954304218292,0.0634341835975647,0.017083790153265,0.06714446097612381,0.11753616482019424,0.19766299426555634,0.07271590828895569,0.05306406319141388,0.12209301441907883,0.059504617005586624,0.13570910692214966,0.03937579318881035,0.05797368660569191
93,Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,0.6761296987533569,0.30455249547958374,0.31869953870773315,0.2989301085472107,0.23805809020996094,0.18756797909736633,0.18590979278087616,0.2391064316034317,0.2191963791847229,0.1844111680984497,0.2831641435623169,0.2456032931804657,0.3192293047904968,0.39993035793304443,0.31413862109184265,0.26481717824935913,0.25062599778175354,0.308011919260025,0.3243086636066437,0.2778186798095703,0.3224203586578369,0.23948036134243011,0.2610940933227539,0.2605753242969513,0.41633158922195435,0.29917994141578674,0.22497087717056274,0.24621237814426422,0.26900455355644226,0.2012806087732315,0.2668313980102539,0.18002645671367645,0.18392415344715118,0.2497604936361313,0.3448319435119629,0.2827146351337433,0.19750002026557922,0.2543155550956726,0.2960599958896637,0.3631528317928314,0.23817472159862518,0.2551426887512207
94,Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,0.5598105788230896,0.016880735754966736,0.015492219477891922,0.016853583976626396,0.011956851929426193,0.017175983637571335,0.013127712532877922,0.0376969538629055,0.00976403709501028,0.017753081396222115,0.02111705392599106,0.0084806177765131,0.020963208749890327,0.017957134172320366,0.029732253402471542,0.0115086380392313,0.012801715172827244,0.009859112091362476,0.022671042010188103,0.010611108504235744,0.012776029296219349,0.01360565796494484,0.018566470593214035,0.020231399685144424,0.024458469823002815,0.014535478316247463,0.013049510307610035,0.0188869908452034,0.013889780268073082,0.014738557860255241,0.01618359610438347,0.008149920962750912,0.011165037751197815,0.012648263014853,0.023430123925209045,0.013282365165650845,0.011857419274747372,0.021003905683755875,0.011757627129554749,0.016352379694581032,0.011936686933040619,0.009919719770550728
95,Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,0.0009181197383441031,0.001365627977065742,0.0018870765343308449,0.0014064240967854857,0.0012944124173372984,0.00138828344643116,0.0014237049035727978,0.001083324896171689,0.002213166793808341,0.0015329758170992136,0.001400312758050859,0.0013947014231234789,0.0012062167515978217,0.0016217499505728483,0.0011634344700723886,0.0011398260248824954,0.0013305969769135118,0.001805386389605701,0.0011161364382132888,0.0019281411077827215,0.0011013720650225878,0.0015023588202893734,0.0015725421253591776,0.0015930773224681616,0.0023300345055758953,0.0019526592222973704,0.0012891324004158378,0.0015871518990024924,0.0017139462288469076,0.001459643361158669,0.0017674636328592896,0.001093750586733222,0.0013159563532099128,0.0014850626466795802,0.001392593840137124,0.0017481230897828937,0.0017035227501764894,0.001182205625809729,0.0015536706196144223,0.0013167966390028596,0.0012180580524727702,0.0016409449744969606
96,Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.0008964124717749655,0.0014469833113253117,0.0020503136329352856,0.0012266654521226883,0.0018081092275679111,0.0016604443080723286,0.0011008759029209614,0.0011193330865353346,0.0015098066069185734,0.0015526758506894112,0.0010983722750097513,0.0017002688255161047,0.0012190061388537288,0.0009552305564284325,0.0017860569059848785,0.0013145593693479896,0.001174798933789134,0.0014319356996566057,0.0008606843184679747,0.0011971216881647706,0.0013047127285972238,0.0014993485528975725,0.0019127936102449894,0.0007913571898825467,0.0010669721523299813,0.0011180531000718474,0.0014958038227632642,0.0013882522471249104,0.0017279479652643204,0.0009809406474232674,0.0011184674222022295,0.0008106596069410443,0.001436796155758202,0.0010720290010794997,0.0009416672983206809,0.0016467912355437875,0.0014280533650889993,0.0010059830965474248,0.001315423520281911,0.0011272396659478545,0.0014948281459510326,0.001635092543438077
97,Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,0.005892271641641855,0.004521606024354696,0.0051377457566559315,0.005206121597439051,0.0049820104613900185,0.005218724254518747,0.004552952013909817,0.0049767703749239445,0.004851276054978371,0.0045304023660719395,0.004939935635775328,0.004919195082038641,0.004270154982805252,0.004814173094928265,0.004920933861285448,0.004498122725635767,0.004346093628555536,0.004691090900450945,0.005008404608815908,0.004650135058909655,0.004587345756590366,0.004625077359378338,0.004759976640343666,0.005720812361687422,0.004612029995769262,0.004768433049321175,0.004872641526162624,0.0049317339435219765,0.004780770279467106,0.005360548850148916,0.004607703071087599,0.004974030423909426,0.004596780985593796,0.004733237903565168,0.0043418798595666885,0.004909321200102568,0.0048428913578391075,0.00471388129517436,0.004814968444406986,0.00459690298885107,0.005395238753408194,0.005014312453567982
98,William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.1034550592303276,0.043008964508771896,0.046133775264024734,0.04150661826133728,0.03536873310804367,0.0353311151266098,0.03495950251817703,0.03325309231877327,0.057354994118213654,0.035276468843221664,0.052704907953739166,0.048507314175367355,0.04434960335493088,0.031064825132489204,0.058867983520030975,0.05182342976331711,0.035142749547958374,0.037604786455631256,0.039166294038295746,0.04090745002031326,0.07469654828310013,0.04200461506843567,0.036711983382701874,0.041296228766441345,0.02424401044845581,0.04531259462237358,0.03643122687935829,0.03822986036539078,0.06071681156754494,0.055328089743852615,0.03571020066738129,0.031205663457512856,0.02751878835260868,0.041258033365011215,0.0328112430870533,0.03970108553767204,0.03996913135051727,0.043033111840486526,0.021730385720729828,0.03558538481593132,0.014711790718138218,0.0625104010105133
99,Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,0.00015239592175930738,0.0115306181833148,0.012828018516302109,0.015324387699365616,0.015307068824768066,0.006430396810173988,0.011923203244805336,0.008209954015910625,0.010119304992258549,0.009455807507038116,0.014892150647938251,0.00999340508133173,0.007954017259180546,0.010263352654874325,0.012536254711449146,0.007941418327391148,0.014499839395284653,0.013555946759879589,0.01405736617743969,0.012978081591427326,0.015721283853054047,0.014622615650296211,0.008606020361185074,0.009526984766125679,0.01292972918599844,0.008848055265843868,0.01185462437570095,0.009170960634946823,0.013877659104764462,0.012084693647921085,0.012727388180792332,0.011219590902328491,0.008648328483104706,0.010248065926134586,0.014489651657640934,0.010776001960039139,0.008854593150317669,0.007259164471179247,0.010191470384597778,0.01210062112659216,0.009964494034647942,0.01087423600256443
100,The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.1596706509590149,0.025157591328024864,0.026712248101830482,0.020937183871865273,0.021580146625638008,0.01140653807669878,0.034057650715112686,0.016338715329766273,0.02111572027206421,0.0235383789986372,0.028309538960456848,0.020746488124132156,0.016859112307429314,0.017209619283676147,0.03395823761820793,0.017562806606292725,0.021358560770750046,0.01903492771089077,0.02723463997244835,0.03138332441449165,0.04367201775312424,0.022849304601550102,0.014304271899163723,0.02076917327940464,0.011568066664040089,0.013786624185740948,0.01347725372761488,0.017798472195863724,0.033924419432878494,0.02793661132454872,0.023398244753479958,0.02024431899189949,0.0130003672093153,0.02836928702890873,0.0211336649954319,0.022026030346751213,0.01907588355243206,0.019242286682128906,0.013121324591338634,0.018136896193027496,0.015238466672599316,0.02436918579041958
101,The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.40131568908691406,0.012681322172284126,0.010123101063072681,0.012064071372151375,0.008682423271238804,0.010697527788579464,0.0120237460359931,0.009098198264837265,0.011491206474602222,0.012731258757412434,0.012002015486359596,0.01215013675391674,0.007880490273237228,0.010340881533920765,0.014421253465116024,0.010624293237924576,0.01519341953098774,0.012540675699710846,0.015723250806331635,0.012183792889118195,0.00899816956371069,0.013215734623372555,0.011085523292422295,0.011916784569621086,0.009910209104418755,0.013099046424031258,0.012648316100239754,0.009587280452251434,0.015064891427755356,0.015700561925768852,0.011518092826008797,0.013322246260941029,0.010886119678616524,0.012645943090319633,0.01500323973596096,0.01033337228000164,0.01070102583616972,0.014531210996210575,0.010240571573376656,0.015634842216968536,0.0069783348590135574,0.014789639972150326
102,Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,0.1314517706632614,0.03403550013899803,0.03488009423017502,0.04925477132201195,0.04198165610432625,0.03547854349017143,0.048789266496896744,0.04123285040259361,0.03052380122244358,0.04685412347316742,0.0410284586250782,0.03582864999771118,0.049601588398218155,0.02947278320789337,0.03845153748989105,0.03624163940548897,0.038027115166187286,0.039156507700681686,0.0359712690114975,0.041651055216789246,0.017499668523669243,0.035599593073129654,0.03373322635889053,0.04964457452297211,0.047619860619306564,0.05452397093176842,0.03832756727933884,0.0364433154463768,0.05043945834040642,0.035975102335214615,0.03059191070497036,0.03531091287732124,0.03430452570319176,0.038929227739572525,0.04585769772529602,0.026491394266486168,0.03544372320175171,0.026528965681791306,0.029333019629120827,0.03958995267748833,0.030304646119475365,0.03463009372353554
103,Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,0.00016820845485199243,7.072632683957636e-07,3.937321935154614e-07,5.07097411173163e-07,3.1921499044074153e-07,3.920403912616166e-07,5.90698391533806e-07,6.550991997755773e-07,3.3726678339007776e-07,4.7029564598233264e-07,7.269906632245693e-07,2.680714317193633e-07,8.710332508599095e-07,3.952387146455294e-07,3.456572130744462e-07,3.601016942411661e-07,4.58033042605166e-07,5.77558694203617e-07,6.198456503625493e-07,5.188487079976767e-07,4.961604531672492e-07,3.4226840739393083e-07,8.29699104087922e-07,4.3172107666578086e-07,5.264635660751082e-07,5.517668455468083e-07,6.531434451062523e-07,6.514875394714181e-07,3.947790503389115e-07,7.194425961642992e-07,4.4270984744798625e-07,5.983822575217346e-07,4.4335448023957724e-07,3.9500233128819673e-07,4.5394028802547837e-07,3.759290052585129e-07,7.990023505044519e-07,6.530722771458386e-07,4.4481848249233735e-07,5.197431391934515e-07,7.318872121686582e-07,2.9312434435269097e-07
104,The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,0.004212476313114166,0.004831436090171337,0.0052861664444208145,0.006341153290122747,0.0040970114059746265,0.0033546227496117353,0.004783991724252701,0.004823785275220871,0.005896848160773516,0.0044779242016375065,0.006710841786116362,0.005703755188733339,0.004254592582583427,0.0055955154821276665,0.0063087171874940395,0.00452436925843358,0.005555231124162674,0.005181558895856142,0.0064629241824150085,0.004405240993946791,0.006830087397247553,0.0067668878473341465,0.004937770310789347,0.0032392791472375393,0.006979126483201981,0.005433199927210808,0.004190943203866482,0.0041895667091012,0.003853205358609557,0.006867499090731144,0.0045516612008214,0.006583109963685274,0.0047200024127960205,0.006592891179025173,0.004306331276893616,0.005129281897097826,0.005186304450035095,0.007054373621940613,0.0057317581959068775,0.005263865925371647,0.004959907848387957,0.004742431454360485
105,Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.9975764155387878,0.9949533343315125,0.9945953488349915,0.9943999648094177,0.9960673451423645,0.9952040910720825,0.9952564835548401,0.9952168464660645,0.9960053563117981,0.9958236217498779,0.9922215342521667,0.9910500049591064,0.9950496554374695,0.9955717325210571,0.993842601776123,0.9955832362174988,0.9955772161483765,0.9946521520614624,0.9947445392608643,0.9945091605186462,0.9926705360412598,0.9938948750495911,0.9948482513427734,0.99375981092453,0.9943124055862427,0.9948580265045166,0.9950277209281921,0.9945918917655945,0.994182288646698,0.9938278794288635,0.9946426153182983,0.9867594838142395,0.9941388368606567,0.9957055449485779,0.992970883846283,0.994788408279419,0.9949886202812195,0.9946541786193848,0.9942913055419922,0.9967460632324219,0.9916704893112183,0.9960103034973145
