,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
85,Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,0.4742906093597412,0.03692758455872536,0.03879642114043236,0.0365295335650444,0.03691098466515541,0.03676602616906166,0.0456160232424736,0.056399017572402954,0.03319311514496803,0.043759576976299286,0.03555504232645035,0.058570925146341324,0.057615458965301514,0.05034293234348297,0.033336538821458817,0.03462076932191849,0.051840219646692276,0.035524822771549225,0.02770402282476425,0.029298696666955948,0.016752909868955612,0.043464165180921555,0.029522202908992767,0.053379256278276443,0.03496408835053444,0.039828430861234665,0.03696130961179733,0.020847138017416,0.04845357686281204,0.03599652275443077,0.04510405287146568,0.04571964964270592,0.02896018698811531,0.059079769998788834,0.04166235029697418,0.03257455304265022,0.03861860930919647,0.044325899332761765,0.03895280882716179,0.04446202889084816,0.058904796838760376,0.04648895934224129
86,"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,0.16443951427936554,0.003533074166625738,0.002334804506972432,0.002295337151736021,0.0016169637674465775,0.0017358474433422089,0.0018626806559041142,0.002430747030302882,0.002482705283910036,0.002682710764929652,0.002434238325804472,0.0021378067322075367,0.0010355382692068815,0.0025849444791674614,0.0020249139051884413,0.002141352044418454,0.0024923919700086117,0.0037072368431836367,0.0017286776565015316,0.0031704078428447247,0.0008852225728332996,0.0023254388943314552,0.0027682173531502485,0.0022079406771808863,0.001078927074559033,0.002293186727911234,0.0027514754328876734,0.0017649204237386584,0.002257315441966057,0.0021095620468258858,0.002862205496057868,0.001700498745776713,0.0022535519674420357,0.0009063528850674629,0.00272642751224339,0.001444702735170722,0.0030967833008617163,0.0021182880736887455,0.002057925797998905,0.0016964961541816592,0.0007882327190600336,0.002145187696442008
87,Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,0.0023546835873275995,0.01498658861964941,0.002887891372665763,0.005909261293709278,0.007520743180066347,0.02225574478507042,0.004277587868273258,0.01648189127445221,0.0076367734000086784,0.0108718890696764,0.01735592633485794,0.006317859515547752,0.007755017839372158,0.008319559507071972,0.009868773631751537,0.017220204696059227,0.02138493023812771,0.010613463819026947,0.010576496832072735,0.00600779103115201,0.011508562602102757,0.013008041307330132,0.012452511116862297,0.015189322642982006,0.01667913794517517,0.014322103932499886,0.007120523601770401,0.013596175238490105,0.007116642314940691,0.018895035609602928,0.019917218014597893,0.02392437867820263,0.01592564769089222,0.019088298082351685,0.00830593891441822,0.008778264746069908,0.013736325316131115,0.017172953113913536,0.008007796481251717,0.022021928802132607,0.004357391968369484,0.016413474455475807
88,Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,0.07477572560310364,0.020564664155244827,0.02193557657301426,0.013139370828866959,0.015396866016089916,0.012315747328102589,0.016333159059286118,0.011246578767895699,0.012042212300002575,0.018040679395198822,0.011927610263228416,0.022923992946743965,0.012764878571033478,0.02256881818175316,0.028286196291446686,0.02813497558236122,0.03338975831866264,0.02725808136165142,0.015154740773141384,0.01873386837542057,0.021533939987421036,0.018472900614142418,0.0168615635484457,0.011894593015313148,0.017822759225964546,0.025751445442438126,0.026488928124308586,0.02028171345591545,0.021723678335547447,0.011303722858428955,0.020241960883140564,0.02080629952251911,0.038659729063510895,0.012754703871905804,0.012974229641258717,0.01675518974661827,0.011783008463680744,0.025558380410075188,0.010738737881183624,0.0096695926040411,0.013966668397188187,0.01847483031451702
89,Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.0278879776597023,0.017138002440333366,0.015466517768800259,0.012276818975806236,0.014882879331707954,0.015834679827094078,0.015000976622104645,0.01247264351695776,0.013691799715161324,0.02135150507092476,0.012288435362279415,0.025621632114052773,0.018312664702534676,0.019676294177770615,0.0201914981007576,0.021025927737355232,0.028072968125343323,0.02705436758697033,0.013680752366781235,0.02317257598042488,0.02230832353234291,0.019535169005393982,0.018444547429680824,0.010531523264944553,0.017992191016674042,0.03049847111105919,0.01918906904757023,0.021261196583509445,0.014039964415133,0.015220648609101772,0.02209303341805935,0.036588091403245926,0.02404903620481491,0.014384628273546696,0.01510478463023901,0.011121325194835663,0.012706570327281952,0.01709786243736744,0.024789752438664436,0.016337694600224495,0.017366845160722733,0.020432613790035248
90,The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,0.00045441160909831524,0.0001632116036489606,0.002556039486080408,0.0001240175770362839,0.00017186261538881809,0.0005391232552938163,5.471500480780378e-05,9.385937300976366e-05,0.0006183235673233867,0.0017923199338838458,7.967151759658009e-05,0.00015012088988441974,0.003269866807386279,0.00031327627948485315,4.037751568830572e-05,0.0016654626233503222,0.00033593704574741423,0.0004496602341532707,0.002656873082742095,0.000287337665213272,0.002088787266984582,0.00032282096799463034,0.0008490447653457522,0.0009371917694807053,7.617256778758019e-05,0.00022956155589781702,0.0005638872389681637,0.0019668638706207275,0.0004650304326787591,9.420844435226172e-06,0.0005537437391467392,0.003651462960988283,0.0007798976148478687,0.0019559331703931093,0.010358213447034359,0.0010483245132490993,0.0002090402558678761,0.00011446439020801336,0.001205172622576356,0.001498819561675191,0.0011422715615481138,1.1936566806980409e-05
91,Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,0.6005624532699585,0.06093846261501312,0.18953517079353333,0.060520485043525696,0.033810585737228394,0.04031597822904587,0.03657066822052002,0.04670361429452896,0.03521315008401871,0.06340443342924118,0.040681395679712296,0.10867471247911453,0.07521702349185944,0.10241846740245819,0.033757586032152176,0.08143141120672226,0.09038414061069489,0.09834962338209152,0.07299582660198212,0.04608694836497307,0.07161800563335419,0.06297769397497177,0.055081430822610855,0.09091708809137344,0.04859543591737747,0.07136331498622894,0.06372912228107452,0.08927895128726959,0.05286373198032379,0.058390840888023376,0.03856893256306648,0.10822903364896774,0.09129627794027328,0.04564026743173599,0.08283724635839462,0.06262146681547165,0.03526998311281204,0.023576645180583,0.07167572528123856,0.06832137703895569,0.12159187346696854,0.009700892493128777
92,New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.99036705493927,0.8104633688926697,0.8223960995674133,0.6557178497314453,0.7002540826797485,0.6712483167648315,0.7302536368370056,0.7148383259773254,0.6111821532249451,0.8569900989532471,0.6718987822532654,0.701012372970581,0.881843090057373,0.45220768451690674,0.7400738000869751,0.8439251780509949,0.8002740144729614,0.7151311039924622,0.6166638731956482,0.7011367678642273,0.8488724827766418,0.7332800030708313,0.8235979676246643,0.6849073171615601,0.4949304461479187,0.5670185685157776,0.8287961483001709,0.7920187711715698,0.7911485433578491,0.7678791880607605,0.6060349941253662,0.6655208468437195,0.6454735994338989,0.671068012714386,0.5166345238685608,0.7541787624359131,0.8706453442573547,0.6249417662620544,0.5972884893417358,0.5888319611549377,0.7812773585319519,0.8495174646377563
93,Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,0.9209506511688232,0.7128800749778748,0.36212724447250366,0.4979020655155182,0.6194576025009155,0.6196025013923645,0.5561031103134155,0.5856265425682068,0.6155668497085571,0.7257283329963684,0.594127357006073,0.456954687833786,0.7791018486022949,0.5772605538368225,0.41161102056503296,0.5404477715492249,0.6638659238815308,0.7235800623893738,0.6574365496635437,0.48372721672058105,0.5205485224723816,0.5000307559967041,0.520301878452301,0.6672369241714478,0.7272095680236816,0.6330706477165222,0.36141330003738403,0.6951529383659363,0.42077696323394775,0.5239330530166626,0.45834794640541077,0.8023595213890076,0.45709672570228577,0.7568886876106262,0.735465407371521,0.36857447028160095,0.6483839154243469,0.7742741107940674,0.45350220799446106,0.7544974684715271,0.5498643517494202,0.3018111288547516
94,Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,0.5950621366500854,0.20963343977928162,0.11698160320520401,0.11088429391384125,0.263495534658432,0.20587435364723206,0.1335800141096115,0.13504241406917572,0.20074628293514252,0.10128726065158844,0.1904435008764267,0.1451052576303482,0.09696029126644135,0.13920164108276367,0.2725996971130371,0.12526047229766846,0.24680675566196442,0.2253950834274292,0.17406588792800903,0.1671253889799118,0.1457662433385849,0.2644999623298645,0.10895589739084244,0.11083630472421646,0.21904349327087402,0.2030879706144333,0.1387399584054947,0.14958760142326355,0.09087565541267395,0.2819769084453583,0.17787930369377136,0.22667399048805237,0.12474276125431061,0.17499224841594696,0.1656450629234314,0.11782103776931763,0.1479005515575409,0.10929865390062332,0.11355482041835785,0.19864521920681,0.14550963044166565,0.29102209210395813
95,Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,0.15277688205242157,0.016391217708587646,0.012410680763423443,0.014969437383115292,0.01696406863629818,0.010226930491626263,0.010961972177028656,0.011777495965361595,0.008698052726686,0.0329534187912941,0.007874309085309505,0.011619383469223976,0.021713480353355408,0.007150714285671711,0.011446434073150158,0.016265390440821648,0.02829676866531372,0.017973855137825012,0.025447925552725792,0.013502906076610088,0.02395671419799328,0.01138930395245552,0.035540077835321426,0.006281937472522259,0.024509431794285774,0.021504709497094154,0.022738084197044373,0.036477308720350266,0.008252386935055256,0.010427765548229218,0.01488720253109932,0.02800954505801201,0.010993064381182194,0.014807305298745632,0.022659944370388985,0.028711123391985893,0.06026049703359604,0.006410758942365646,0.014247722923755646,0.01319749467074871,0.010383515618741512,0.022762481123209
96,Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.002661392092704773,0.004798595793545246,0.006455512717366219,0.003974421881139278,0.003720912616699934,0.004840590059757233,0.0026540819089859724,0.005766598507761955,0.004845413379371166,0.004976338241249323,0.003392355050891638,0.003290103515610099,0.005667580291628838,0.0021743865218013525,0.0065820892341434956,0.004849195946007967,0.0035387638490647078,0.005392249673604965,0.0030428599566221237,0.00466992799192667,0.006694780196994543,0.004791327752172947,0.004943483974784613,0.003259786870330572,0.0054755848832428455,0.004465414676815271,0.003959060180932283,0.006607352755963802,0.003538761753588915,0.004699596203863621,0.0028564592357724905,0.004720046650618315,0.006391847040504217,0.0037427875213325024,0.0039031582418829203,0.004984475672245026,0.005005302838981152,0.004019881598651409,0.005160938482731581,0.0037049155216664076,0.004512922838330269,0.004983220715075731
97,Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,0.002015765057876706,0.0027333616744726896,0.003975169267505407,0.003597359638661146,0.0038250216748565435,0.00351049960590899,0.003091963240876794,0.0026947471778839827,0.0037812883965671062,0.003440561704337597,0.0027923062443733215,0.0022431230172514915,0.003449181327596307,0.0028180633671581745,0.0022292188368737698,0.0030007825698703527,0.0028582403901964426,0.002615060191601515,0.0024643312208354473,0.0028050243854522705,0.0018047833582386374,0.0030069316271692514,0.00351954298093915,0.00432100985199213,0.003015785710886121,0.0030286696273833513,0.0037660824600607157,0.0035925901029258966,0.00312238372862339,0.0032984691206365824,0.0031983645167201757,0.0022313171066343784,0.0025461148470640182,0.0024563639890402555,0.0032705545891076326,0.0030426562298089266,0.0029571345075964928,0.002448874991387129,0.004705411847680807,0.002943130210042,0.004310498014092445,0.002204838441684842
98,William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.05822809785604477,0.0008195345290005207,0.0008249665843322873,0.0004687565378844738,0.00024479080457240343,0.0011366758262738585,0.0004791246901731938,0.001072675921022892,0.0006697227945551276,0.0009321222896687686,0.0008744901278987527,0.001027679187245667,0.000746467849239707,0.0015041714068502188,0.0010072074364870787,0.0012535162968561053,0.0007016008021309972,0.0022204683627933264,0.0015184314688667655,0.0006540045142173767,0.0005857469514012337,0.0005259389872662723,0.0013350537046790123,0.0007165078422985971,0.0006051231175661087,0.001585506834089756,0.0005667006480507553,0.0011159915011376143,0.0004280897555872798,0.002037402940914035,0.0008777796756476164,0.0015374695649370551,0.0005908452440053225,0.0022992093581706285,0.0009782721754163504,0.0003047179779969156,0.00029894363251514733,0.010788640938699245,0.0007431714911945164,0.0014969323528930545,0.00040334800723940134,0.004204838536679745
99,Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,0.10708330571651459,0.12781859934329987,0.0708526074886322,0.09133773297071457,0.09518715739250183,0.08319457620382309,0.05184249207377434,0.13052332401275635,0.042970530688762665,0.05290178954601288,0.0945684090256691,0.09775146096944809,0.040053486824035645,0.07250835001468658,0.08683770149946213,0.085289366543293,0.09507589042186737,0.08465869724750519,0.1266968846321106,0.11583422124385834,0.11211316287517548,0.15956827998161316,0.049671854823827744,0.11281701922416687,0.1335606575012207,0.13480669260025024,0.05946937948465347,0.06705445796251297,0.05992003157734871,0.06885543465614319,0.0843549594283104,0.06744180619716644,0.11791861802339554,0.0999414250254631,0.1087522804737091,0.07691718637943268,0.062430206686258316,0.08339948207139969,0.1445978879928589,0.13044123351573944,0.051442958414554596,0.09034882485866547
100,The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.884840190410614,0.19629181921482086,0.14596609771251678,0.1160760447382927,0.16329500079154968,0.15508781373500824,0.1769554167985916,0.13725244998931885,0.07400637865066528,0.1610896736383438,0.11821825802326202,0.15125252306461334,0.18122294545173645,0.14519645273685455,0.14284488558769226,0.18030385673046112,0.20587965846061707,0.1836371123790741,0.1230585128068924,0.14518135786056519,0.11149655282497406,0.15752390027046204,0.20830324292182922,0.1673261821269989,0.1312737613916397,0.1079823225736618,0.16907250881195068,0.21771496534347534,0.15560930967330933,0.19875365495681763,0.1576729416847229,0.3007979691028595,0.22591565549373627,0.23882296681404114,0.11922770738601685,0.08308670669794083,0.13567115366458893,0.18361209332942963,0.11066277325153351,0.1650373786687851,0.10760316252708435,0.20000703632831573
101,The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.3603665232658386,0.019756926223635674,0.011069424450397491,0.019814718514680862,0.024386480450630188,0.03568126633763313,0.012421295046806335,0.013300430960953236,0.01802840642631054,0.017775045707821846,0.015245349146425724,0.026346711441874504,0.023923398926854134,0.01580711081624031,0.026264697313308716,0.027430720627307892,0.016793416813015938,0.03215646371245384,0.016976332291960716,0.016587229445576668,0.02994818054139614,0.03168952092528343,0.0256207138299942,0.017585398629307747,0.01815500669181347,0.01797148957848549,0.02257651649415493,0.018278276547789574,0.018792912364006042,0.02710803411900997,0.0222016591578722,0.040405385196208954,0.02828359231352806,0.022023864090442657,0.019890740513801575,0.012320897541940212,0.017911652103066444,0.022539131343364716,0.01831694319844246,0.02085156925022602,0.021017231047153473,0.028118574991822243
102,Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,0.39036494493484497,0.08748563379049301,0.08020168542861938,0.06934740394353867,0.15051347017288208,0.06447134166955948,0.07210300862789154,0.07969548553228378,0.07777991145849228,0.0850302055478096,0.0908101424574852,0.06607694923877716,0.14888794720172882,0.05917542427778244,0.07257240265607834,0.11350733786821365,0.06583461910486221,0.120327889919281,0.05100847780704498,0.10568030923604965,0.045816026628017426,0.11226320266723633,0.10189097374677658,0.10620883107185364,0.07194476574659348,0.09959668666124344,0.14699149131774902,0.0659307986497879,0.08811552077531815,0.13105981051921844,0.11624951660633087,0.10983369499444962,0.12991490960121155,0.11610583961009979,0.08368256688117981,0.09126695245504379,0.05980319902300835,0.06864001601934433,0.05870445817708969,0.12893153727054596,0.05448947846889496,0.052236996591091156
103,Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,0.002032490447163582,9.0074399849982e-07,4.7163970862129645e-07,7.458802997462044e-07,4.6475051362904196e-07,6.815359938627807e-07,7.557064236607403e-07,8.316388289131282e-07,5.333874923962867e-07,6.767566560483829e-07,2.424185140625923e-06,8.444428090115252e-07,1.6991066331684124e-06,1.0012529401137726e-06,8.292581696878187e-07,5.543130328078405e-07,6.275285500123573e-07,9.329725116913323e-07,1.2487687399698189e-06,5.795502033834055e-07,1.0411057473902474e-06,8.500807098243968e-07,1.275665908906376e-06,9.56236476667982e-07,1.3899278883400257e-06,8.132682296491112e-07,1.0494844673303305e-06,1.1757475704143872e-06,4.360264540537173e-07,1.22324036055943e-06,8.310112207254861e-07,2.5642973469075514e-06,1.7790697484088014e-06,1.325461880696821e-06,7.121437874957337e-07,4.3968614704681386e-07,1.945655640156474e-06,2.008010142162675e-06,5.970788379272562e-07,2.3461143427994102e-06,7.634159260305751e-07,1.5352095488196937e-06
104,The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,0.014199181459844112,0.016369663178920746,0.04259995371103287,0.014906349591910839,0.010843805968761444,0.010461936704814434,0.022615309804677963,0.026573719456791878,0.025310860946774483,0.00637537706643343,0.02297958917915821,0.026642147451639175,0.018279803916811943,0.014280542731285095,0.011314976029098034,0.012779214419424534,0.024843929335474968,0.0062196035869419575,0.018573595210909843,0.027875255793333054,0.0223523136228323,0.02488568425178528,0.027664372697472572,0.013559091836214066,0.017565753310918808,0.018062250688672066,0.031109709292650223,0.014075849205255508,0.04268134385347366,0.03660350292921066,0.031356777995824814,0.007009667810052633,0.024435672909021378,0.02490287274122238,0.02188030071556568,0.03130227327346802,0.012137061916291714,0.023912839591503143,0.030540520325303078,0.0179678276181221,0.006031148135662079,0.014132598415017128
105,Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.9976398944854736,0.9952658414840698,0.9966698288917542,0.9931069016456604,0.9804043173789978,0.9835980534553528,0.995959460735321,0.9966913461685181,0.9967643022537231,0.9978017210960388,0.9966866374015808,0.9947721362113953,0.9977339506149292,0.9975773692131042,0.9940744042396545,0.9973936080932617,0.9957367181777954,0.9951902627944946,0.9970689415931702,0.995012104511261,0.9971942901611328,0.9914132356643677,0.9954763054847717,0.9946371912956238,0.9960165619850159,0.9974730610847473,0.9956704378128052,0.9957951307296753,0.9957278966903687,0.9953821301460266,0.9938843846321106,0.9943910241127014,0.9955229759216309,0.9965705871582031,0.9970646500587463,0.9875738024711609,0.9928789734840393,0.9977031350135803,0.9963766932487488,0.9962174296379089,0.9966887831687927,0.9897605776786804
