,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
85,Bananas grow on,Long yellow berries grow on,Bananas,Long yellow berries, trees,0.4742906093597412,0.03692758455872536,0.0473245233297348,0.05133442580699921,0.05622350051999092,0.06830056756734848,0.050418123602867126,0.04982764273881912,0.039147358387708664,0.030148733407258987,0.07144765555858612,0.0707591325044632,0.04435588791966438,0.056232042610645294,0.04613405466079712,0.04555584862828255,0.07514464110136032,0.07855625450611115,0.047917045652866364,0.032561611384153366,0.0715823546051979,0.039604611694812775,0.06125945225358009,0.05517682805657387,0.03841940686106682,0.03296589106321335,0.04540322721004486,0.07495541870594025,0.03518236428499222,0.03376489132642746,0.038840390741825104,0.03796114772558212,0.04699916020035744,0.05047576501965523,0.07499389350414276,0.08103522658348083,0.042123448103666306,0.053926821798086166,0.044209275394678116,0.052968524396419525,0.04644686356186867,0.03721930831670761
86,"When life gives you limes, make","When life gives you the green version of lemons, make",limes,the green version of lemons, limeade,0.16443951427936554,0.003533074166625738,0.0022452515549957752,0.0011975187808275223,0.0025285086594522,0.0017124774167314172,0.001601310446858406,0.0016186845023185015,0.0016397708095610142,0.0014082250418141484,0.001883979421108961,0.0018330580787733197,0.0012001970317214727,0.002877157414332032,0.0013855940196663141,0.001154760248027742,0.0029190077912062407,0.003982637543231249,0.0028338171541690826,0.0011683390475809574,0.0027052576187998056,0.004528131801635027,0.003314650384709239,0.0018489881185814738,0.0022463174536824226,0.0021602686028927565,0.0024868804030120373,0.0018395553342998028,0.0018039653077721596,0.0016531222499907017,0.003207748755812645,0.0007421478512696922,0.0017818042542785406,0.0025982565712183714,0.0017479534726589918,0.0038417819887399673,0.0016602614196017385,0.002041850471869111,0.002738489303737879,0.0032184335868805647,0.004041269887238741,0.002962525235489011
87,Helen Keller was born in the state of,A deaf and blind disability rights activist was born in the state of,Helen Keller,A deaf and blind disability rights activist, Alabama,0.0023546835873275995,0.01498658861964941,0.015131556428968906,0.014420775696635246,0.0150187062099576,0.006644110661000013,0.0025991688016802073,0.017919879406690598,0.004994083661586046,0.01336547639220953,0.022921551018953323,0.016840185970067978,0.01959403231739998,0.00894809141755104,0.035423632711172104,0.025236519053578377,0.021838949993252754,0.019215255975723267,0.013049567118287086,0.0072011398151516914,0.021971125155687332,0.008558627218008041,0.02032347023487091,0.014115243218839169,0.018125588074326515,0.0111619858071208,0.011834976263344288,0.010166354477405548,0.01762327551841736,0.016987819224596024,0.01584538072347641,0.013612562790513039,0.021179640665650368,0.018227171152830124,0.02119068242609501,0.01535169966518879,0.018082816153764725,0.01875920034945011,0.005841310601681471,0.009612690657377243,0.016598517075181007,0.022116322070360184
88,Mozart was born in the modern day country of,The pianist who composed Twinkle Twinkle Little Star was born in the modern day country of,Mozart,The pianist who composed Twinkle Twinkle Little Star, Austria,0.07477572560310364,0.020564664155244827,0.022797690704464912,0.013940438628196716,0.019922660663723946,0.008801559917628765,0.005767409224063158,0.022975876927375793,0.01696181856095791,0.014599780552089214,0.014614830724895,0.011982480995357037,0.019596239551901817,0.014909167774021626,0.012918473221361637,0.022035563364624977,0.02037022076547146,0.005044545512646437,0.0131622813642025,0.03229783847928047,0.01588289998471737,0.02239815704524517,0.0319543220102787,0.026514992117881775,0.01802678592503071,0.024383652955293655,0.017472412437200546,0.011851256713271141,0.022060446441173553,0.018963877111673355,0.011743663810193539,0.01082492433488369,0.011460073292255402,0.01649421639740467,0.01928165927529335,0.010830354876816273,0.009613074362277985,0.025984790176153183,0.013532206416130066,0.007953662425279617,0.015630804002285004,0.005099977366626263
89,Beethoven was born in the modern day country of,The pianist who eventually went deaf was born in the modern day country of,Beethoven,The pianist who eventually went deaf, Germany,0.0278879776597023,0.017138002440333366,0.01728828437626362,0.017011864110827446,0.022601893171668053,0.014829316176474094,0.012082244269549847,0.0381469652056694,0.012325534597039223,0.02563752792775631,0.027796735987067223,0.020300937816500664,0.022462686523795128,0.018646813929080963,0.022940892726182938,0.025770749896764755,0.02145311050117016,0.014355054125189781,0.022978588938713074,0.023623928427696228,0.018554626032710075,0.025770854204893112,0.03218616917729378,0.019011301919817924,0.018190328031778336,0.03684254735708237,0.02127508446574211,0.008813788183033466,0.020151808857917786,0.02216314524412155,0.024375295266509056,0.0086947837844491,0.014196379110217094,0.01899363473057747,0.017038077116012573,0.01604638807475567,0.014471705071628094,0.0501137375831604,0.015253529883921146,0.0148570341989398,0.019571194425225258,0.011050961911678314
90,The father of Hermes is,The father of the Greek messenger god is,Hermes,Greek messenger god, Zeus,0.00045441160909831524,0.0001632116036489606,0.0002954079827759415,2.0807903638342395e-05,2.7517757189343683e-05,0.0010911093559116125,0.0005211109528318048,2.805024450935889e-05,0.00031159029458649457,6.026773189660162e-05,1.802803853934165e-05,0.0006881984299980104,0.00013544439570978284,1.3015750482736621e-05,0.0001073094827006571,1.3880945516575594e-05,4.187349622952752e-05,0.00018977379659190774,1.8107386495103128e-05,0.0014526078011840582,7.99897825345397e-05,0.00032138702226802707,3.0846847948851064e-05,9.485614282311872e-05,0.00010456321615492925,3.0116198104224168e-05,7.936180918477476e-05,4.844461000175215e-05,8.291443373309448e-05,8.745902596274391e-05,3.3667754905764014e-05,0.00019194949709344655,4.843441638513468e-05,0.0016585715347900987,0.00025955052115023136,0.013967868871986866,4.696182077168487e-05,0.0005022056284360588,1.1383161108824424e-05,1.6395053535234183e-05,6.464869511546567e-05,4.148379230173305e-05
91,Thor is the son of,The God of Thunder is the son of,Thor,The God of Thunder, Odin,0.6005624532699585,0.06093846261501312,0.04824027791619301,0.09429212659597397,0.061709191650152206,0.054525699466466904,0.06600392609834671,0.10101062804460526,0.08140829205513,0.037455327808856964,0.0602288618683815,0.054098084568977356,0.07049404829740524,0.03188469260931015,0.042160630226135254,0.027321437373757362,0.05774115025997162,0.05283597484230995,0.03896641731262207,0.0449066236615181,0.056784115731716156,0.06395979225635529,0.06487646698951721,0.03885477036237717,0.0433737076818943,0.06529000401496887,0.014723196625709534,0.043571654707193375,0.04509086534380913,0.06228955090045929,0.035477861762046814,0.08024600893259048,0.03709379583597183,0.07174122333526611,0.029163405299186707,0.04604092612862587,0.03713493049144745,0.05520258843898773,0.07008824497461319,0.01821069046854973,0.04694955050945282,0.030343998223543167
92,New York City is also known as The Big,The most populous city in the United States is also known as The Big,New York City,The most populous city in the United States, Apple,0.99036705493927,0.8104633688926697,0.6898728609085083,0.6526793241500854,0.7361004948616028,0.8228200674057007,0.2687419652938843,0.7175301909446716,0.7505183815956116,0.6046945452690125,0.6509826183319092,0.6250154376029968,0.5577486753463745,0.7592994570732117,0.8557853102684021,0.7783312201499939,0.6168307662010193,0.5439966917037964,0.6599907875061035,0.5960245132446289,0.5415167212486267,0.3573671281337738,0.5634865760803223,0.7579328417778015,0.7012698650360107,0.5661546587944031,0.5316606760025024,0.4105568826198578,0.552268922328949,0.5034205317497253,0.6976047158241272,0.4606964588165283,0.571592390537262,0.8473140001296997,0.5230099558830261,0.6246016025543213,0.6051393151283264,0.6925126910209656,0.5492764115333557,0.8657017350196838,0.7215142250061035,0.7000482082366943
93,Abraham Lincoln succeeded in abolishing,The first president to be assassinated succeeded in abolishing,Abraham Lincoln,The first president to be assassinated, slavery,0.9209506511688232,0.7128800749778748,0.48062029480934143,0.68241947889328,0.8191246390342712,0.5472812056541443,0.5588875412940979,0.5714539885520935,0.6123164296150208,0.7742453217506409,0.8290345668792725,0.7502973079681396,0.8363908529281616,0.7433496713638306,0.5719919800758362,0.7969291806221008,0.8549652695655823,0.690518856048584,0.7190365791320801,0.5691838264465332,0.6104172468185425,0.5091471672058105,0.7489745020866394,0.5769345164299011,0.6390090584754944,0.343083918094635,0.46679019927978516,0.4986644387245178,0.2817777693271637,0.5523359179496765,0.7618346214294434,0.6156995296478271,0.6862559914588928,0.7427288889884949,0.6938822865486145,0.5377705693244934,0.5349950194358826,0.3545636832714081,0.5510267019271851,0.6110843420028687,0.4965288043022156,0.690192461013794
94,Abraham Lincoln fought in the,The first president to be assassinated fought in the,Abraham Lincoln,The first president to be assassinated, Civil War,0.5950621366500854,0.20963343977928162,0.19077883660793304,0.36100783944129944,0.3121071457862854,0.2658653259277344,0.16890397667884827,0.26869067549705505,0.12732046842575073,0.21991410851478577,0.5908228754997253,0.1821325421333313,0.23136907815933228,0.08658159524202347,0.3901864290237427,0.20552080869674683,0.2746524214744568,0.2665783762931824,0.21362648904323578,0.15897929668426514,0.2252037674188614,0.1943036913871765,0.3658270239830017,0.19356362521648407,0.21081598103046417,0.16360315680503845,0.1326237916946411,0.18772628903388977,0.2607938349246979,0.15901586413383484,0.30808717012405396,0.2736843526363373,0.2640528678894043,0.3492509126663208,0.16160930693149567,0.14120152592658997,0.18271639943122864,0.2717367708683014,0.12112578749656677,0.212523952126503,0.14993807673454285,0.4668166935443878
95,Medusa could turn people into,The goddess with snakes for hair could turn people into,Medusa,The goddess with snakes for hair, stone,0.15277688205242157,0.016391217708587646,0.014711370691657066,0.017993364483118057,0.009173511527478695,0.008889625780284405,0.01083189994096756,0.008365544490516186,0.005692851729691029,0.006171353626996279,0.009665768593549728,0.0068784854374825954,0.014221135526895523,0.01937161572277546,0.013116360642015934,0.005671428982168436,0.014953505247831345,0.011294628493487835,0.01770181581377983,0.008992956951260567,0.006666323635727167,0.004449545871466398,0.012809677980840206,0.005221819970756769,0.007878975942730904,0.023033665493130684,0.00795309990644455,0.007274816278368235,0.007465581875294447,0.01993417553603649,0.027222028002142906,0.023642687126994133,0.0068056294694542885,0.012947089038789272,0.007741844281554222,0.005464086774736643,0.009239360690116882,0.010450390167534351,0.020464224740862846,0.01913711242377758,0.014912063255906105,0.011590758338570595
96,Persephone is famous for eating a,The daughter of Demeter is famous for eating a,Persephone,the daughter of Demeter, pomegranate,0.002661392092704773,0.004798595793545246,0.003602533368393779,0.0038051260635256767,0.004109647590667009,0.0053145247511565685,0.0056202467530965805,0.004211051389575005,0.005736613180488348,0.0031954629812389612,0.004362653475254774,0.0035244810860604048,0.0029080628883093596,0.002280994551256299,0.0040056523866951466,0.0024850890040397644,0.004884692374616861,0.003066734177991748,0.0021367650479078293,0.003770392155274749,0.003523333463817835,0.0035208992194384336,0.0028954793233424425,0.004345029592514038,0.005629938095808029,0.0049931760877370834,0.0033142559695988894,0.0021963559556752443,0.0038464462850242853,0.005955907981842756,0.0037405439652502537,0.003992700483649969,0.0036768238060176373,0.0038986254949122667,0.004750074818730354,0.005948187783360481,0.0046111964620649815,0.0039435382932424545,0.005047073122113943,0.003247674321755767,0.0031483364291489124,0.0034668503794819117
97,Oedipus married a woman named,The King of Thebes married a woman named,Oedipus,The King of Thebes, Jocasta,0.002015765057876706,0.0027333616744726896,0.002320528030395508,0.0039571188390254974,0.002202176721766591,0.0031382597517222166,0.0038230374921113253,0.002536458894610405,0.0027861471753567457,0.003345615230500698,0.002916144672781229,0.003344606840983033,0.00231771357357502,0.003738401224836707,0.0030977900605648756,0.002683535683900118,0.0021584799978882074,0.0029115190263837576,0.003016805276274681,0.0023482402320951223,0.0029570453334599733,0.0036286604590713978,0.002754149492830038,0.0026293236296623945,0.002761123701930046,0.0027625062502920628,0.003224375192075968,0.002321653999388218,0.0029571312479674816,0.00416409969329834,0.002319952007383108,0.0032863887026906013,0.0028915212024003267,0.0035772384144365788,0.002718233736231923,0.0033654102589935064,0.004136628471314907,0.0022489801049232483,0.0033381758257746696,0.0036305757239460945,0.0037591205909848213,0.0033193021081387997
98,William Shakespeare was born in the country of,The Bard of Avon was born in the country of,William Shakespeare,The Bard of Avon, England,0.05822809785604477,0.0008195345290005207,0.0010000515030696988,0.0003724978887476027,0.0012044617906212807,0.0004616085207089782,0.0009110254468396306,0.0013877833262085915,0.0024086690973490477,0.0011593657545745373,0.0012872181832790375,0.0005692981649190187,0.002301726723089814,0.0009020858560688794,0.0023116047959774733,0.0014543976867571473,0.00227341428399086,0.0002359172940487042,0.005247251130640507,0.0005117856780998409,0.0005725688533857465,0.0006190830608829856,0.005463706329464912,0.001783967250958085,0.0009089550585485995,0.0002699862525332719,0.0011713035637512803,0.0005981661379337311,0.003104789648205042,0.0007511309231631458,0.0006134429131634533,0.0009986755903810263,0.0007695207605138421,0.0013033717405050993,0.006490754429250956,0.0007845713407732546,0.00035251499502919614,0.002396772149950266,0.000643670093268156,0.0012273158645257354,0.0008455186034552753,0.0005628638900816441
99,Hercules had a father named,The son of Hera had a father named,Hercules,The son of Hera, Zeus,0.10708330571651459,0.12781859934329987,0.13033759593963623,0.12918010354042053,0.10460136830806732,0.06504352390766144,0.08607479184865952,0.12954625487327576,0.07861549407243729,0.1732938587665558,0.14479759335517883,0.3084200918674469,0.14681527018547058,0.1275089979171753,0.1457882821559906,0.08288079500198364,0.15368768572807312,0.09930682182312012,0.1547633409500122,0.06993483752012253,0.18037383258342743,0.07556568086147308,0.09054308384656906,0.08719545602798462,0.0878608450293541,0.11815565079450607,0.10747861862182617,0.17520438134670258,0.13603489100933075,0.08983151614665985,0.06741587817668915,0.09104128181934357,0.17421206831932068,0.09908833354711533,0.07851877808570862,0.0769517719745636,0.06180865317583084,0.1278681606054306,0.0658668801188469,0.0725722685456276,0.12743893265724182,0.11892524361610413
100,The Great Barrier Reef is located off the coast of the continent of,The largest coral reef system in the world is located off the coast of the continent of,The Great Barrier Reef,The largest coral reef system in the world, Australia,0.884840190410614,0.19629181921482086,0.18875642120838165,0.21799685060977936,0.23891398310661316,0.1364506185054779,0.0720977932214737,0.1701231300830841,0.1792895793914795,0.15229381620883942,0.22356466948986053,0.04971885681152344,0.14796876907348633,0.17964616417884827,0.15401214361190796,0.16170983016490936,0.11935525387525558,0.08034714311361313,0.1103430837392807,0.11388403922319412,0.1310194581747055,0.13688300549983978,0.21923966705799103,0.23668581247329712,0.18043962121009827,0.13602830469608307,0.16869263350963593,0.09208932518959045,0.191361665725708,0.10175153613090515,0.09715107828378677,0.15998129546642303,0.2144346535205841,0.21184538304805756,0.18410034477710724,0.07175726443529129,0.12156818062067032,0.258391410112381,0.20510898530483246,0.17194999754428864,0.163934126496315,0.0744483545422554
101,The Louvre Museum is located in the city of,The largest art museum in the world is located in the city of,The Louvre Museum,The largest art museum in the world, Paris,0.3603665232658386,0.019756926223635674,0.026387622579932213,0.028654128313064575,0.02721427008509636,0.02098950929939747,0.006500836927443743,0.029153095558285713,0.013489030301570892,0.015250865370035172,0.05206431820988655,0.03249896690249443,0.024769091978669167,0.024019429460167885,0.02617494761943817,0.017066827043890953,0.040670376271009445,0.03858385607600212,0.017491545528173447,0.03209127485752106,0.033878982067108154,0.016365544870495796,0.03980947658419609,0.024210695177316666,0.04495522007346153,0.017936160787940025,0.025003209710121155,0.018615413457155228,0.03130032494664192,0.023947563022375107,0.020881807431578636,0.021135641261935234,0.019032353535294533,0.031381163746118546,0.040895041078329086,0.036406390368938446,0.018807360902428627,0.03396100178360939,0.030571874231100082,0.032154571264982224,0.022983428090810776,0.02041536010801792
102,Mount Everest is located in the,The highest peak in the world is located in the,Mount Everest,The highest peak in the world, Himalayan,0.39036494493484497,0.08748563379049301,0.05467446520924568,0.1425720602273941,0.08655121922492981,0.07785603404045105,0.11038655042648315,0.06772395968437195,0.032573770731687546,0.03129517659544945,0.13342416286468506,0.16933515667915344,0.050225865095853806,0.07357538491487503,0.09738200902938843,0.043456073850393295,0.09850921481847763,0.0646192729473114,0.07416875660419464,0.08381219953298569,0.058204375207424164,0.08264119923114777,0.1156521812081337,0.05312349647283554,0.03724735230207443,0.030255762860178947,0.07216273248195648,0.07095876336097717,0.13558606803417206,0.04922233521938324,0.05430825799703598,0.03524048998951912,0.08991655707359314,0.08345365524291992,0.16036629676818848,0.05067043378949165,0.048025716096162796,0.12530942261219025,0.061876121908426285,0.09433528780937195,0.05633482709527016,0.05305973440408707
103,Mammoth Cave is located in,The longest known cave system is located in ,Mammoth Cave,The longest known cave system, Kentucky,0.002032490447163582,9.0074399849982e-07,1.0275329032083391e-06,9.89795694295026e-07,1.522324964753352e-06,5.751379603680107e-07,9.083598229153722e-07,2.1968071450828575e-06,1.4486563486570958e-06,5.646856493513042e-07,1.65312872013601e-06,2.1963521703582956e-06,2.2565373001270927e-06,4.3214399170210527e-07,3.6002898013975937e-06,1.506613330093387e-06,1.9261735815234715e-06,1.212970005326497e-06,7.570628781650157e-07,1.1674719644361176e-06,2.0000588847324252e-06,7.242702508847287e-07,2.768576450762339e-06,7.907443659860292e-07,8.844461945045623e-07,3.364400072314311e-06,8.757374985179922e-07,9.939070650943904e-07,9.735520052345237e-07,2.949079771497054e-06,9.779301990420208e-07,1.943639517776319e-06,1.03873196621862e-06,1.0087372857014998e-06,9.79157334768388e-07,8.139326723721751e-07,1.993624437091057e-06,8.458946467726491e-07,8.94097183845588e-07,1.2913725413454813e-06,2.0514792140602367e-06,2.3084876374923624e-06
104,The blue whale is a,The largest animal to exist is a,blue whale,largest animal to exist, mammal,0.014199181459844112,0.016369663178920746,0.04285522550344467,0.021286992356181145,0.026599276810884476,0.012776249088346958,0.016991790384054184,0.03810112923383713,0.02280997298657894,0.020240264013409615,0.024432752281427383,0.035768285393714905,0.01061988528817892,0.018627677112817764,0.023063262924551964,0.022114234045147896,0.014531235210597515,0.02331152744591236,0.00793377310037613,0.04835547134280205,0.031321048736572266,0.020131492987275124,0.03851397708058357,0.024507824331521988,0.010135429911315441,0.005704674869775772,0.023374872282147408,0.012578184716403484,0.014838132075965405,0.015307406894862652,0.010950901545584202,0.013212218880653381,0.023970266804099083,0.012006436474621296,0.018222462385892868,0.013114099390804768,0.010366720147430897,0.05742553249001503,0.020818861201405525,0.02237520180642605,0.015415312722325325,0.024897176772356033
105,Jupiter is the largest planet in the solar,The fifth planet from the sun is the largest planet in the solar,Jupiter,The fifth planet from the sun, system,0.9976398944854736,0.9952658414840698,0.9940128922462463,0.9953691363334656,0.9958539009094238,0.9967194199562073,0.9962490200996399,0.9969162940979004,0.9940770864486694,0.9956161975860596,0.9982357025146484,0.9937499165534973,0.9979488253593445,0.9968125224113464,0.9968854784965515,0.9813282489776611,0.9987990856170654,0.9958363771438599,0.998180627822876,0.9965597987174988,0.9940158128738403,0.9963352680206299,0.9953072667121887,0.9963023662567139,0.9963029623031616,0.9971343278884888,0.9873669147491455,0.9950432777404785,0.9935550093650818,0.9974098801612854,0.995979905128479,0.9925915002822876,0.9976744055747986,0.997707724571228,0.9962312579154968,0.9966030120849609,0.9970638155937195,0.9974007606506348,0.9990346431732178,0.9972869157791138,0.9983402490615845,0.9946505427360535
